商品名,価格,url,説明文,Jancode
すとろべりーらぶっ![CD] [DVD付初回限定盤] / すとぷり,2970,https://item.rakuten.co.jp/neowing-r/stpr-9001/,【メール便のご利用条件】・商品同梱は2点まで・商品重量合計800g未満ご注文前に必ずご確認ください＜内容＞動画総再生数は4億3000万回超え (※2019年4月25日時点)! 2018年12月24日に両国国技館で行われたライブは、チケットが即完。この驚異的な数字を叩き出しているのが、すとぷり。中高生のあいだで絶大なる支持を得ているエンタメユニット。2016年6月に、ニコニコ動画の歌い手やツイキャスの配信者、ゲーム実況者より結成され、莉犬、さとみ、ころん、ジェル、るぅと、ななもり。の6人で活動中。そんなすとぷりのファーストフルアルバムが登場! 初回限定盤は、CDに加えて、幕張メッセで開催された”すとろべりーめもりーvol.7”のライブ映像を抜粋して収録。 [レーベル名] STPR Records＜収録曲＞GO GO CRAZY / すとぷりMove on! / すとぷり僕らだけのシャングリラ / すとぷりアニバーサリー / すとぷりキングオブ受動態 / すとぷり道標 / すとぷり好きになっていいよね? / すとぷりよさこいディスコParty / すとぷりDon’t Give Up!! / すとぷりBREAK OUT / すとぷりDay By Day / すとぷりNo Perfect / すとぷり朝の夕陽 / すとぷりおかえりらぶっ! / すとぷりAquaKissはりーはりーらぶ大好きになればいいんじゃない?＜アーティスト／キャスト＞すとぷり(演奏者)＜商品詳細＞商品番号：STPR-9001Sutopuri / Strawberry Love! [w/ DVD Limited Edition]メディア：CD重量：138g発売日：2019/07/03JAN：4988031338599すとろべりーらぶっ![CD] [DVD付初回限定盤] / すとぷり2019/07/03発売,4988031338599
【送料無料】 すとぷり / Strawberry Prince 【CD】,2530,https://item.rakuten.co.jp/hmvjapan/11193803/,"基本情報ジャンルジャパニーズポップスフォーマットCDレーベルStpr Records発売日2020年11月11日商品番号STPR-1009発売国日本組み枚数1その他通常盤関連キーワード ストプリ ストロベリープリンス STPR-1009 4988031402832 【FS_708-2】出荷目安の詳細はこちら＞＞楽天市場内検索 『在庫あり』表記について商品説明すとぷり 3rd FULL ALBUM「Strawberry Prince」発売!動画総再生数23億回(※メンバーのYouTube公式チャンネルを含む総再生数)を突破!連日Twitterのトレンドを賑わせる、大人気動画配信エンタメユニット「すとぷり」待望の3rd FULL ALBUMが登場!CD収録曲は、テレビ東京系TVアニメ「妖怪学園Y 〜Nとの遭遇〜」オープニングテーマ)「大宇宙ランデブー」やツイキャスキャンペーンソング「Streamer」のほか、「マブシガリヤ」「スキスキ星人」など、すとぷり史上最多を目指す全16曲以上を収録予。＜収録曲＞「大宇宙ランデブー」(テレビ東京系TVアニメ「妖怪学園Y 〜Nとの遭遇〜」オープニングテーマ)「Streamer」(ツイキャスキャンペーンソング)「マブシガリヤ」「スキスキ星人」のほか、すとぷり史上最多を目指す全16曲以上を収録。(メーカー・インフォメーションより)曲目リストディスク11.Streamer/2.スキスキ星人/3.Very/4.大宇宙ランデブー/5.ストロベリー・レボリューション/6.STRIKE the PRISON!!/7.ドラマチックのアンチ (ななもり。× さとみ×ジェル)/8.Night of Fantastic/9.じゃむじゃむシグナル (莉犬×るぅと×ころん)/10.マブシガリヤ/11.四季/12.エンキョリクライ。 (莉犬×るぅと)/13.チェキラ☆/14.レベリング (さとみ×ころん)/15.Trick or Prince/16.スピール (ななもり。× ジェル)/17.向こうへ/18.ハジメテキミと/19.Feel Free!/20.Princeその他のバージョンCD,,すとぷり / Strawberry Prince 【初回限定DVD盤】私立すとぷり学園 -学力テスト編,,国内盤CD,,すとぷり / 【中古: 盤質A】 Strawberry Prince,,国内盤",4988031402832
【中古】 タイムカプセル（初回限定盤）（DVD付）／莉犬（すとぷり） 【中古】afb,1936,https://item.rakuten.co.jp/bookoffonline/0019345865/,"莉犬（すとぷり）販売会社/発売会社：STPR,Records(STPR,Records)発売年月日：2019/12/11JAN：49880313635391stフルアルバムアルバム『すとろべりーらぶっ！』がオリコン週間アルバムランキング1位（2019／7／15付）を記録し、2019年9月にはメットライフドーム2DAYSワンマンライブを敢行、そして2020年3月にはナゴヤドームでのワンマンも控え、快進撃を続ける動画配信エンタメユニット＜すとぷり＞。そのメンバーソロリリース第3弾は、莉犬（読み方：りいぬ）初のオリジナルフルアルバム！,（C）RS／／特典〜DVD1枚付",4988031363539
るぅとくん アクキーB るとわん ワンマン すとぷりアクリルキーホルダー,2314,https://item.rakuten.co.jp/tokumaru2019/4917900752549/,"◆商品名：るぅとくん アクキーB るとわん ワンマン すとぷりアクリルキーホルダー すとぷり,るぅと,キーホルダーB",
すとぷり すとろべりーぷりんす STPR ゆったりぱーかー ブラック,18620,https://item.rakuten.co.jp/smartsmart/aboxne7gps18hmki/,"【商品名】すとぷり すとろべりーぷりんす STPR ゆったりぱーかー ブラック 【サイズ】 フリーサイズ 身幅63cm,着丈77cm,肩幅58cm,袖丈63cm（約） 【素材】 ポリエステル：65% 綿：35%",
すとぷり 2021 NEW YEAR オフィシャルグッズ すとぷり あにまるぬいぐるみくっしょん ころん すとろべりーぷりんす アニマル クッション,7920,https://item.rakuten.co.jp/yamamoridou/0649-011842/,商品情報 商品の説明 すとぷり 2021 NEW YEAR オフィシャルグッズ すとぷり あにまるぬいぐるみくっしょん（ころん） 主な仕様 【サイズ】 W35cm×H43cm×厚み20cm（約）,
CD / すとぷり / すとろべりーねくすとっ! (通常盤) / STPR-1006,2376,https://item.rakuten.co.jp/surprise-web/aznstpr-1006/,"すとろべりーねくすとっ! (通常盤)すとぷりストプリ すとぷり,発売日 : 2020年1月15日,種別 : CD,JAN : 4988031369029,商品番号 : STPR-1006【商品紹介】2019年7月3日に発売された1stフルアルバム『すとろべりーらぶっ!』がオリコン週間アルバムランキング1位を飾った(すとぷり)のセカンドフルアルバムが、いちごの日にリリース決定!2020年3月はナゴヤドームでのワンマンも決定しており、今年も(すとぷり)から目が離せないっ!【収録内容】CD:11.ストロベリー☆プラネット!2.ギンギラ銀河3.アモーレ・ミオ4.Next Stage!!5.Now and Forever6.Party Light7.忍恋8.溶解ウォッチ9.遊獣浮男ボーイ10.脳内ピエロ11.咲かせて恋の1・2・3!12.ヒカリユメ13.LOOK UP14.タラレバ15.好きでいてくれていいよ16.革命前夜",4988031369029
すとろべりーめもりー vol.7 (STPR BOOKS) ストロベリーメモリー すとろべりーぷりんす すとぷり ストロベリープリンス,1650,https://item.rakuten.co.jp/yamamoridou/0649-010412/,商品情報 商品の説明 主な仕様,
すとろべりーめもりー vol.6 (STPR BOOKS) 総編集長 ななもり。 企画・プロデュース すとぷり すとめもぶっく編集部 すとめも すとぷり,2780,https://item.rakuten.co.jp/yamamoridou/0649-009073/,商品情報 商品の説明 YouTubeでのの動画総再生数は23億回を突破! 長時間リレー放送や生配信などでも人気を博している動画配信エンタメユニット「すとぷり」の公式ファンブック! 話題のすとぷり運動会の撮り下ろしフォトや、待望の3rdフルアルバム「Strawberry Prince」の情報も! お見逃しなく! (※メンバーのYouTube 公式チャンネルを含む総再生数) 主な仕様,
【中古】Strawberry　Prince　豪華タイムカプセルBOX盤　［トレカ付属なし］/ すとぷり,2098,https://item.rakuten.co.jp/renet3/0013176067/,"&nbsp;&nbsp;&nbsp; Strawberry,Prince,豪華タイムカプセルBOX盤,［トレカ付属なし］ の詳細 付属品: BOX・アクリルキーホルダー・缶バッジ・ブックマーカー・ステッカー付 発売元: STPR,Records アーティスト名: すとぷり カナ: ストロベリープリンスゴウカタイムカプセルボックスバン / ストプリ ディスク枚数: 1枚 品番: STPR9018 発売日: 2020/11/11 曲名Disc-11.,Streamer（ツイキャス2020夏キャンペーンテーマソング）2.,スキスキ星人3.,Very4.,大宇宙ランデブー（TVアニメ「妖怪学園Y〜Nとの遭遇〜」オープニングテーマ／ゲーム「妖怪学園Y〜ワイワイ学園生活〜」エンディングテーマ）5.,ストロベリー・レボリューション6.,STRIKE,the,PRISON！！7.,ドラマチックのアンチ8.,Night,of,Fantastic9.,じゃむじゃむシグナル10.,マブシガリヤ11.,四季12.,エンキョリクライ。13.,チェキラ☆14.,レベリング15.,Trick,or,Prince16.,スピール17.,向こうへ（荒野行動3周年テーマソング）18.,ハジメテキミと19.,Feel,Free！20.,Prince 関連商品リンク : すとぷり STPR,Records",
【中古】【全品10倍！8/30限定】すとろべりーすたーと / すとろべりーぷりんす,248,https://item.rakuten.co.jp/renet3/0012987587/,"&nbsp;&nbsp;&nbsp; すとろべりーすたーと の詳細 発売元:STPR,Records アーティスト名:すとろべりーぷりんす ディスク枚数: 1枚 品番: STPR1000 発売日:2019/03/27 関連商品リンク : すとろべりーぷりんす STPR,Records",
すとぷり / すとろべりーらぶっ!（通常盤） [CD],2143,https://item.rakuten.co.jp/guruguru2/stpr-1001/,"CD発売日2019/7/3詳しい納期他、ご注文時はご利用案内・返品のページをご確認くださいジャンル邦楽J-POP,アーティストすとぷり収録時間組枚数商品説明すとぷり / すとろべりーらぶっ!（通常盤）歌い手、ツイキャス主、ゲーム実況者などの動画配信をメインに活動している、様々なジャンルから集まった6人で活動しているネットアイドルグループ”すとぷり（すとろべりーぷりんす）”。結成後、着々と再生数を伸ばし中高生中心に絶大なる支持をあつめる。また、ライブ・イベントなど幅広く展開をみせ精力的に活動をみせる。本作は、ファーストフルアルバムをリリース。完全オリジナル曲が収録された魅力詰まった作品に仕上がっている。通常盤関連キーワードすとぷり STPR Records 関連商品すとぷり CD商品スペック 種別 CD JAN 4988031338605 販売元 ユニバーサル ミュージック登録日2019/05/07",4988031338605
【中古】 タイムカプセル（初回限定ボイスドラマCD盤）／莉犬（すとぷり） 【中古】afb,1573,https://item.rakuten.co.jp/bookoffonline/0019345866/,"莉犬（すとぷり）販売会社/発売会社：STPR,Records(STPR,Records)発売年月日：2019/12/11JAN：49880313635461stフルアルバムアルバム『すとろべりーらぶっ！』がオリコン週間アルバムランキング1位（2019／7／15付）を記録し、2019年9月にはメットライフドーム2DAYSワンマンライブを敢行、そして2020年3月にはナゴヤドームでのワンマンも控え、快進撃を続ける動画配信エンタメユニット＜すとぷり＞。そのメンバーソロリリース第3弾は、莉犬（読み方：りいぬ）初のオリジナルフルアルバム！,（C）RS／／特典〜CD1枚付",4988031363546
【中古】Strawberry　Prince / すとぷり,978,https://item.rakuten.co.jp/renet20/r0013176070/,"&nbsp;&nbsp;&nbsp; Strawberry,Prince の詳細 発売元: STPR,Records アーティスト名: すとぷり カナ: ストロベリープリンス STRAWBERRY PRINCE / ストプリ SUTOPURI ディスク枚数: 1枚 品番: STPR1009 発売日: 2020/11/11 曲名Disc-11.,Streamer（ツイキャス2020夏キャンペーンテーマソング）2.,スキスキ星人3.,Very4.,大宇宙ランデブー（TVアニメ「妖怪学園Y〜Nとの遭遇〜」オープニングテーマ／ゲーム「妖怪学園Y〜ワイワイ学園生活〜」エンディングテーマ）5.,ストロベリー・レボリューション6.,STRIKE,the,PRISON！！7.,ドラマチックのアンチ8.,Night,of,Fantastic9.,じゃむじゃむシグナル10.,マブシガリヤ11.,四季12.,エンキョリクライ。13.,チェキラ☆14.,レベリング15.,Trick,or,Prince16.,スピール17.,向こうへ（荒野行動3周年テーマソング）18.,ハジメテキミと19.,Feel,Free！20.,Prince 関連商品リンク : すとぷり STPR,Records",
